Round,Date,Team 1,FT,HT,Team 2,Year,Country,FT Team 1,FT Team 2,HT Team 1,HT Team 2,GGD,Team 1 (pts),Team 2 (pts)
38,(Sun) 24 May 2009 (W21),Wigan Athletic FC ,1-0,1-0,Portsmouth FC ,2008,ENG,1,0,1,0,1,3,0
1,(Sat) 15 Aug 2009 (W33),Aston Villa FC ,0-2,0-1,Wigan Athletic FC ,2009,ENG,0,2,0,1,2,0,3
1,(Sat) 15 Aug 2009 (W33),Blackburn Rovers FC ,0-2,0-1,Manchester City FC ,2009,ENG,0,2,0,1,2,0,3
1,(Sat) 15 Aug 2009 (W33),Bolton Wanderers FC ,0-1,0-1,Sunderland AFC ,2009,ENG,0,1,0,1,1,0,3
1,(Sat) 15 Aug 2009 (W33),Chelsea FC ,2-1,1-1,Hull City AFC ,2009,ENG,2,1,1,1,1,3,0
1,(Sat) 15 Aug 2009 (W33),Everton FC ,1-6,0-3,Arsenal FC ,2009,ENG,1,6,0,3,5,0,3
1,(Sat) 15 Aug 2009 (W33),Portsmouth FC ,0-1,0-1,Fulham FC ,2009,ENG,0,1,0,1,1,0,3
1,(Sat) 15 Aug 2009 (W33),Stoke City FC ,2-0,2-0,Burnley FC ,2009,ENG,2,0,2,0,2,3,0
1,(Sat) 15 Aug 2009 (W33),Wolverhampton Wanderers FC ,0-2,0-1,West Ham United FC ,2009,ENG,0,2,0,1,2,0,3
1,(Sun) 16 Aug 2009 (W33),Manchester United FC ,1-0,1-0,Birmingham City FC ,2009,ENG,1,0,1,0,1,3,0
1,(Sun) 16 Aug 2009 (W33),Tottenham Hotspur FC ,2-1,1-0,Liverpool FC ,2009,ENG,2,1,1,0,1,3,0
2,(Tue) 18 Aug 2009 (W34),Sunderland AFC ,1-3,1-0,Chelsea FC ,2009,ENG,1,3,1,0,2,0,3
2,(Tue) 18 Aug 2009 (W34),Wigan Athletic FC ,0-1,0-1,Wolverhampton Wanderers FC ,2009,ENG,0,1,0,1,1,0,3
2,(Wed) 19 Aug 2009 (W34),Birmingham City FC ,1-0,0-0,Portsmouth FC ,2009,ENG,1,0,0,0,1,3,0
2,(Wed) 19 Aug 2009 (W34),Burnley FC ,1-0,1-0,Manchester United FC ,2009,ENG,1,0,1,0,1,3,0
2,(Wed) 19 Aug 2009 (W34),Hull City AFC ,1-5,1-3,Tottenham Hotspur FC ,2009,ENG,1,5,1,3,4,0,3
2,(Wed) 19 Aug 2009 (W34),Liverpool FC ,4-0,2-0,Stoke City FC ,2009,ENG,4,0,2,0,4,3,0
2,(Sat) 22 Aug 2009 (W34),Arsenal FC ,4-1,2-1,Portsmouth FC ,2009,ENG,4,1,2,1,3,3,0
2,(Sat) 22 Aug 2009 (W34),Birmingham City FC ,0-0,0-0,Stoke City FC ,2009,ENG,0,0,0,0,0,1,1
2,(Sat) 22 Aug 2009 (W34),Hull City AFC ,1-0,0-0,Bolton Wanderers FC ,2009,ENG,1,0,0,0,1,3,0
2,(Sat) 22 Aug 2009 (W34),Manchester City FC ,1-0,1-0,Wolverhampton Wanderers FC ,2009,ENG,1,0,1,0,1,3,0
3,(Sat) 22 Aug 2009 (W34),Sunderland AFC ,2-1,1-1,Blackburn Rovers FC ,2009,ENG,2,1,1,1,1,3,0
3,(Sat) 22 Aug 2009 (W34),Wigan Athletic FC ,0-5,0-0,Manchester United FC ,2009,ENG,0,5,0,0,5,0,3
3,(Sun) 23 Aug 2009 (W34),Burnley FC ,1-0,1-0,Everton FC ,2009,ENG,1,0,1,0,1,3,0
3,(Sun) 23 Aug 2009 (W34),Fulham FC ,0-2,0-1,Chelsea FC ,2009,ENG,0,2,0,1,2,0,3
3,(Sun) 23 Aug 2009 (W34),West Ham United FC ,1-2,0-0,Tottenham Hotspur FC ,2009,ENG,1,2,0,0,1,0,3
3,(Mon) 24 Aug 2009 (W35),Liverpool FC ,1-3,0-2,Aston Villa FC ,2009,ENG,1,3,0,2,2,0,3
3,(Sat) 29 Aug 2009 (W35),Blackburn Rovers FC ,0-0,0-0,West Ham United FC ,2009,ENG,0,0,0,0,0,1,1
3,(Sat) 29 Aug 2009 (W35),Bolton Wanderers FC ,2-3,1-1,Liverpool FC ,2009,ENG,2,3,1,1,1,0,3
3,(Sat) 29 Aug 2009 (W35),Chelsea FC ,3-0,1-0,Burnley FC ,2009,ENG,3,0,1,0,3,3,0
3,(Sat) 29 Aug 2009 (W35),Manchester United FC ,2-1,0-1,Arsenal FC ,2009,ENG,2,1,0,1,1,3,0
4,(Sat) 29 Aug 2009 (W35),Stoke City FC ,1-0,1-0,Sunderland AFC ,2009,ENG,1,0,1,0,1,3,0
4,(Sat) 29 Aug 2009 (W35),Tottenham Hotspur FC ,2-1,0-0,Birmingham City FC ,2009,ENG,2,1,0,0,1,3,0
4,(Sat) 29 Aug 2009 (W35),Wolverhampton Wanderers FC ,1-1,0-1,Hull City AFC ,2009,ENG,1,1,0,1,0,1,1
4,(Sun) 30 Aug 2009 (W35),Aston Villa FC ,2-0,1-0,Fulham FC ,2009,ENG,2,0,1,0,2,3,0
4,(Sun) 30 Aug 2009 (W35),Everton FC ,2-1,0-0,Wigan Athletic FC ,2009,ENG,2,1,0,0,1,3,0
4,(Sun) 30 Aug 2009 (W35),Portsmouth FC ,0-1,0-1,Manchester City FC ,2009,ENG,0,1,0,1,1,0,3
4,(Sat) 12 Sep 2009 (W37),Blackburn Rovers FC ,3-1,1-0,Wolverhampton Wanderers FC ,2009,ENG,3,1,1,0,2,3,0
4,(Sat) 12 Sep 2009 (W37),Liverpool FC ,4-0,2-0,Burnley FC ,2009,ENG,4,0,2,0,4,3,0
4,(Sat) 12 Sep 2009 (W37),Manchester City FC ,4-2,1-0,Arsenal FC ,2009,ENG,4,2,1,0,2,3,0
4,(Sat) 12 Sep 2009 (W37),Portsmouth FC ,2-3,1-2,Bolton Wanderers FC ,2009,ENG,2,3,1,2,1,0,3
5,(Sat) 12 Sep 2009 (W37),Stoke City FC ,1-2,1-1,Chelsea FC ,2009,ENG,1,2,1,1,1,0,3
5,(Sat) 12 Sep 2009 (W37),Sunderland AFC ,4-1,1-1,Hull City AFC ,2009,ENG,4,1,1,1,3,3,0
5,(Sat) 12 Sep 2009 (W37),Tottenham Hotspur FC ,1-3,1-2,Manchester United FC ,2009,ENG,1,3,1,2,2,0,3
5,(Sat) 12 Sep 2009 (W37),Wigan Athletic FC ,1-0,0-0,West Ham United FC ,2009,ENG,1,0,0,0,1,3,0
5,(Sun) 13 Sep 2009 (W37),Birmingham City FC ,0-1,0-0,Aston Villa FC ,2009,ENG,0,1,0,0,1,0,3
5,(Sun) 13 Sep 2009 (W37),Fulham FC ,2-1,0-1,Everton FC ,2009,ENG,2,1,0,1,1,3,0
5,(Sat) 19 Sep 2009 (W38),Arsenal FC ,4-0,1-0,Wigan Athletic FC ,2009,ENG,4,0,1,0,4,3,0
5,(Sat) 19 Sep 2009 (W38),Aston Villa FC ,2-0,2-0,Portsmouth FC ,2009,ENG,2,0,2,0,2,3,0
5,(Sat) 19 Sep 2009 (W38),Bolton Wanderers FC ,1-1,0-0,Stoke City FC ,2009,ENG,1,1,0,0,0,1,1
5,(Sat) 19 Sep 2009 (W38),Burnley FC ,3-1,1-1,Sunderland AFC ,2009,ENG,3,1,1,1,2,3,0
6,(Sat) 19 Sep 2009 (W38),Hull City AFC ,0-1,0-0,Birmingham City FC ,2009,ENG,0,1,0,0,1,0,3
6,(Sat) 19 Sep 2009 (W38),West Ham United FC ,2-3,2-2,Liverpool FC ,2009,ENG,2,3,2,2,1,0,3
6,(Sun) 20 Sep 2009 (W38),Chelsea FC ,3-0,1-0,Tottenham Hotspur FC ,2009,ENG,3,0,1,0,3,3,0
6,(Sun) 20 Sep 2009 (W38),Everton FC ,3-0,1-0,Blackburn Rovers FC ,2009,ENG,3,0,1,0,3,3,0
6,(Sun) 20 Sep 2009 (W38),Manchester United FC ,4-3,1-1,Manchester City FC ,2009,ENG,4,3,1,1,1,3,0
6,(Sun) 20 Sep 2009 (W38),Wolverhampton Wanderers FC ,2-1,1-0,Fulham FC ,2009,ENG,2,1,1,0,1,3,0
6,(Sat) 26 Sep 2009 (W39),Birmingham City FC ,1-2,0-1,Bolton Wanderers FC ,2009,ENG,1,2,0,1,1,0,3
6,(Sat) 26 Sep 2009 (W39),Blackburn Rovers FC ,2-1,1-1,Aston Villa FC ,2009,ENG,2,1,1,1,1,3,0
6,(Sat) 26 Sep 2009 (W39),Fulham FC ,0-1,0-0,Arsenal FC ,2009,ENG,0,1,0,0,1,0,3
6,(Sat) 26 Sep 2009 (W39),Liverpool FC ,6-1,2-1,Hull City AFC ,2009,ENG,6,1,2,1,5,3,0
7,(Sat) 26 Sep 2009 (W39),Portsmouth FC ,0-1,0-1,Everton FC ,2009,ENG,0,1,0,1,1,0,3
7,(Sat) 26 Sep 2009 (W39),Stoke City FC ,0-2,0-0,Manchester United FC ,2009,ENG,0,2,0,0,2,0,3
7,(Sat) 26 Sep 2009 (W39),Tottenham Hotspur FC ,5-0,2-0,Burnley FC ,2009,ENG,5,0,2,0,5,3,0
7,(Sat) 26 Sep 2009 (W39),Wigan Athletic FC ,3-1,1-0,Chelsea FC ,2009,ENG,3,1,1,0,2,3,0
7,(Sun) 27 Sep 2009 (W39),Sunderland AFC ,5-2,1-0,Wolverhampton Wanderers FC ,2009,ENG,5,2,1,0,3,3,0
7,(Mon) 28 Sep 2009 (W40),Manchester City FC ,3-1,2-1,West Ham United FC ,2009,ENG,3,1,2,1,2,3,0
7,(Sat) 3 Oct 2009 (W40),Bolton Wanderers FC ,2-2,1-1,Tottenham Hotspur FC ,2009,ENG,2,2,1,1,0,1,1
7,(Sat) 3 Oct 2009 (W40),Burnley FC ,2-1,0-0,Birmingham City FC ,2009,ENG,2,1,0,0,1,3,0
7,(Sat) 3 Oct 2009 (W40),Hull City AFC ,2-1,0-0,Wigan Athletic FC ,2009,ENG,2,1,0,0,1,3,0
7,(Sat) 3 Oct 2009 (W40),Manchester United FC ,2-2,0-1,Sunderland AFC ,2009,ENG,2,2,0,1,0,1,1
8,(Sat) 3 Oct 2009 (W40),Wolverhampton Wanderers FC ,0-1,0-1,Portsmouth FC ,2009,ENG,0,1,0,1,1,0,3
8,(Sun) 4 Oct 2009 (W40),Arsenal FC ,6-2,3-2,Blackburn Rovers FC ,2009,ENG,6,2,3,2,4,3,0
8,(Sun) 4 Oct 2009 (W40),Chelsea FC ,2-0,0-0,Liverpool FC ,2009,ENG,2,0,0,0,2,3,0
8,(Sun) 4 Oct 2009 (W40),Everton FC ,1-1,0-0,Stoke City FC ,2009,ENG,1,1,0,0,0,1,1
8,(Sun) 4 Oct 2009 (W40),West Ham United FC ,2-2,1-0,Fulham FC ,2009,ENG,2,2,1,0,0,1,1
8,(Mon) 5 Oct 2009 (W41),Aston Villa FC ,1-1,1-0,Manchester City FC ,2009,ENG,1,1,1,0,0,1,1
8,(Sat) 17 Oct 2009 (W42),Arsenal FC ,3-1,2-1,Birmingham City FC ,2009,ENG,3,1,2,1,2,3,0
8,(Sat) 17 Oct 2009 (W42),Aston Villa FC ,2-1,1-1,Chelsea FC ,2009,ENG,2,1,1,1,1,3,0
8,(Sat) 17 Oct 2009 (W42),Everton FC ,1-1,0-0,Wolverhampton Wanderers FC ,2009,ENG,1,1,0,0,0,1,1
8,(Sat) 17 Oct 2009 (W42),Manchester United FC ,2-1,2-0,Bolton Wanderers FC ,2009,ENG,2,1,2,0,1,3,0
9,(Sat) 17 Oct 2009 (W42),Portsmouth FC ,1-2,0-2,Tottenham Hotspur FC ,2009,ENG,1,2,0,2,1,0,3
9,(Sat) 17 Oct 2009 (W42),Stoke City FC ,2-1,1-1,West Ham United FC ,2009,ENG,2,1,1,1,1,3,0
9,(Sat) 17 Oct 2009 (W42),Sunderland AFC ,1-0,1-0,Liverpool FC ,2009,ENG,1,0,1,0,1,3,0
9,(Sun) 18 Oct 2009 (W42),Blackburn Rovers FC ,3-2,3-1,Burnley FC ,2009,ENG,3,2,3,1,1,3,0
9,(Sun) 18 Oct 2009 (W42),Wigan Athletic FC ,1-1,1-0,Manchester City FC ,2009,ENG,1,1,1,0,0,1,1
9,(Mon) 19 Oct 2009 (W43),Fulham FC ,2-0,1-0,Hull City AFC ,2009,ENG,2,0,1,0,2,3,0
9,(Sat) 24 Oct 2009 (W43),Birmingham City FC ,2-1,1-0,Sunderland AFC ,2009,ENG,2,1,1,0,1,3,0
9,(Sat) 24 Oct 2009 (W43),Burnley FC ,1-3,1-1,Wigan Athletic FC ,2009,ENG,1,3,1,1,2,0,3
9,(Sat) 24 Oct 2009 (W43),Chelsea FC ,5-0,1-0,Blackburn Rovers FC ,2009,ENG,5,0,1,0,5,3,0
9,(Sat) 24 Oct 2009 (W43),Hull City AFC ,0-0,0-0,Portsmouth FC ,2009,ENG,0,0,0,0,0,1,1
10,(Sat) 24 Oct 2009 (W43),Tottenham Hotspur FC ,0-1,0-0,Stoke City FC ,2009,ENG,0,1,0,0,1,0,3
10,(Sat) 24 Oct 2009 (W43),Wolverhampton Wanderers FC ,1-1,0-0,Aston Villa FC ,2009,ENG,1,1,0,0,0,1,1
10,(Sun) 25 Oct 2009 (W43),Bolton Wanderers FC ,3-2,2-1,Everton FC ,2009,ENG,3,2,2,1,1,3,0
10,(Sun) 25 Oct 2009 (W43),Liverpool FC ,2-0,0-0,Manchester United FC ,2009,ENG,2,0,0,0,2,3,0
10,(Sun) 25 Oct 2009 (W43),Manchester City FC ,2-2,0-0,Fulham FC ,2009,ENG,2,2,0,0,0,1,1
10,(Sun) 25 Oct 2009 (W43),West Ham United FC ,2-2,0-2,Arsenal FC ,2009,ENG,2,2,0,2,0,1,1
10,(Sat) 31 Oct 2009 (W44),Arsenal FC ,3-0,2-0,Tottenham Hotspur FC ,2009,ENG,3,0,2,0,3,3,0
10,(Sat) 31 Oct 2009 (W44),Bolton Wanderers FC ,0-4,0-1,Chelsea FC ,2009,ENG,0,4,0,1,4,0,3
10,(Sat) 31 Oct 2009 (W44),Burnley FC ,2-0,1-0,Hull City AFC ,2009,ENG,2,0,1,0,2,3,0
10,(Sat) 31 Oct 2009 (W44),Everton FC ,1-1,1-0,Aston Villa FC ,2009,ENG,1,1,1,0,0,1,1
11,(Sat) 31 Oct 2009 (W44),Fulham FC ,3-1,1-1,Liverpool FC ,2009,ENG,3,1,1,1,2,3,0
11,(Sat) 31 Oct 2009 (W44),Manchester United FC ,2-0,0-0,Blackburn Rovers FC ,2009,ENG,2,0,0,0,2,3,0
11,(Sat) 31 Oct 2009 (W44),Portsmouth FC ,4-0,2-0,Wigan Athletic FC ,2009,ENG,4,0,2,0,4,3,0
11,(Sat) 31 Oct 2009 (W44),Stoke City FC ,2-2,2-0,Wolverhampton Wanderers FC ,2009,ENG,2,2,2,0,0,1,1
11,(Sat) 31 Oct 2009 (W44),Sunderland AFC ,2-2,1-2,West Ham United FC ,2009,ENG,2,2,1,2,0,1,1
11,(Sun) 1 Nov 2009 (W44),Birmingham City FC ,0-0,0-0,Manchester City FC ,2009,ENG,0,0,0,0,0,1,1
11,(Wed) 4 Nov 2009 (W45),West Ham United FC ,2-1,1-0,Aston Villa FC ,2009,ENG,2,1,1,0,1,3,0
11,(Sat) 7 Nov 2009 (W45),Aston Villa FC ,5-1,2-1,Bolton Wanderers FC ,2009,ENG,5,1,2,1,4,3,0
11,(Sat) 7 Nov 2009 (W45),Blackburn Rovers FC ,3-1,0-1,Portsmouth FC ,2009,ENG,3,1,0,1,2,3,0
11,(Sat) 7 Nov 2009 (W45),Manchester City FC ,3-3,1-2,Burnley FC ,2009,ENG,3,3,1,2,0,1,1
12,(Sat) 7 Nov 2009 (W45),Tottenham Hotspur FC ,2-0,1-0,Sunderland AFC ,2009,ENG,2,0,1,0,2,3,0
12,(Sat) 7 Nov 2009 (W45),Wolverhampton Wanderers FC ,1-4,0-3,Arsenal FC ,2009,ENG,1,4,0,3,3,0,3
12,(Sun) 8 Nov 2009 (W45),Chelsea FC ,1-0,0-0,Manchester United FC ,2009,ENG,1,0,0,0,1,3,0
12,(Sun) 8 Nov 2009 (W45),Hull City AFC ,2-1,0-1,Stoke City FC ,2009,ENG,2,1,0,1,1,3,0
12,(Sun) 8 Nov 2009 (W45),West Ham United FC ,1-2,0-1,Everton FC ,2009,ENG,1,2,0,1,1,0,3
12,(Sun) 8 Nov 2009 (W45),Wigan Athletic FC ,1-1,1-1,Fulham FC ,2009,ENG,1,1,1,1,0,1,1
12,(Mon) 9 Nov 2009 (W46),Liverpool FC ,2-2,1-2,Birmingham City FC ,2009,ENG,2,2,1,2,0,1,1
12,(Sat) 21 Nov 2009 (W47),Birmingham City FC ,1-0,1-0,Fulham FC ,2009,ENG,1,0,1,0,1,3,0
12,(Sat) 21 Nov 2009 (W47),Burnley FC ,1-1,1-0,Aston Villa FC ,2009,ENG,1,1,1,0,0,1,1
12,(Sat) 21 Nov 2009 (W47),Chelsea FC ,4-0,3-0,Wolverhampton Wanderers FC ,2009,ENG,4,0,3,0,4,3,0
13,(Sat) 21 Nov 2009 (W47),Hull City AFC ,3-3,3-2,West Ham United FC ,2009,ENG,3,3,3,2,0,1,1
13,(Sat) 21 Nov 2009 (W47),Liverpool FC ,2-2,0-0,Manchester City FC ,2009,ENG,2,2,0,0,0,1,1
13,(Sat) 21 Nov 2009 (W47),Manchester United FC ,3-0,1-0,Everton FC ,2009,ENG,3,0,1,0,3,3,0
13,(Sat) 21 Nov 2009 (W47),Sunderland AFC ,1-0,0-0,Arsenal FC ,2009,ENG,1,0,0,0,1,3,0
13,(Sun) 22 Nov 2009 (W47),Bolton Wanderers FC ,0-2,0-1,Blackburn Rovers FC ,2009,ENG,0,2,0,1,2,0,3
13,(Sun) 22 Nov 2009 (W47),Stoke City FC ,1-0,0-0,Portsmouth FC ,2009,ENG,1,0,0,0,1,3,0
13,(Sun) 22 Nov 2009 (W47),Tottenham Hotspur FC ,9-1,1-0,Wigan Athletic FC ,2009,ENG,9,1,1,0,8,3,0
13,(Wed) 25 Nov 2009 (W48),Fulham FC ,3-0,1-0,Blackburn Rovers FC ,2009,ENG,3,0,1,0,3,3,0
13,(Wed) 25 Nov 2009 (W48),Hull City AFC ,3-2,3-0,Everton FC ,2009,ENG,3,2,3,0,1,3,0
13,(Sat) 28 Nov 2009 (W48),Aston Villa FC ,1-1,1-0,Tottenham Hotspur FC ,2009,ENG,1,1,1,0,0,1,1
14,(Sat) 28 Nov 2009 (W48),Blackburn Rovers FC ,0-0,0-0,Stoke City FC ,2009,ENG,0,0,0,0,0,1,1
14,(Sat) 28 Nov 2009 (W48),Fulham FC ,1-1,0-1,Bolton Wanderers FC ,2009,ENG,1,1,0,1,0,1,1
14,(Sat) 28 Nov 2009 (W48),Manchester City FC ,1-1,1-0,Hull City AFC ,2009,ENG,1,1,1,0,0,1,1
14,(Sat) 28 Nov 2009 (W48),Portsmouth FC ,1-4,1-1,Manchester United FC ,2009,ENG,1,4,1,1,3,0,3
14,(Sat) 28 Nov 2009 (W48),West Ham United FC ,5-3,3-0,Burnley FC ,2009,ENG,5,3,3,0,2,3,0
14,(Sat) 28 Nov 2009 (W48),Wigan Athletic FC ,1-0,0-0,Sunderland AFC ,2009,ENG,1,0,0,0,1,3,0
14,(Sun) 29 Nov 2009 (W48),Arsenal FC ,0-3,0-2,Chelsea FC ,2009,ENG,0,3,0,2,3,0,3
14,(Sun) 29 Nov 2009 (W48),Everton FC ,0-2,0-1,Liverpool FC ,2009,ENG,0,2,0,1,2,0,3
14,(Sun) 29 Nov 2009 (W48),Wolverhampton Wanderers FC ,0-1,0-1,Birmingham City FC ,2009,ENG,0,1,0,1,1,0,3
14,(Sat) 5 Dec 2009 (W49),Arsenal FC ,2-0,1-0,Stoke City FC ,2009,ENG,2,0,1,0,2,3,0
15,(Sat) 5 Dec 2009 (W49),Aston Villa FC ,3-0,2-0,Hull City AFC ,2009,ENG,3,0,2,0,3,3,0
15,(Sat) 5 Dec 2009 (W49),Blackburn Rovers FC ,0-0,0-0,Liverpool FC ,2009,ENG,0,0,0,0,0,1,1
15,(Sat) 5 Dec 2009 (W49),Manchester City FC ,2-1,1-1,Chelsea FC ,2009,ENG,2,1,1,1,1,3,0
15,(Sat) 5 Dec 2009 (W49),Portsmouth FC ,2-0,0-0,Burnley FC ,2009,ENG,2,0,0,0,2,3,0
15,(Sat) 5 Dec 2009 (W49),West Ham United FC ,0-4,0-1,Manchester United FC ,2009,ENG,0,4,0,1,4,0,3
15,(Sat) 5 Dec 2009 (W49),Wigan Athletic FC ,2-3,1-0,Birmingham City FC ,2009,ENG,2,3,1,0,1,0,3
15,(Sat) 5 Dec 2009 (W49),Wolverhampton Wanderers FC ,2-1,1-0,Bolton Wanderers FC ,2009,ENG,2,1,1,0,1,3,0
15,(Sun) 6 Dec 2009 (W49),Everton FC ,2-2,0-0,Tottenham Hotspur FC ,2009,ENG,2,2,0,0,0,1,1
15,(Sun) 6 Dec 2009 (W49),Fulham FC ,1-0,1-0,Sunderland AFC ,2009,ENG,1,0,1,0,1,3,0
15,(Sat) 12 Dec 2009 (W50),Birmingham City FC ,1-0,0-0,West Ham United FC ,2009,ENG,1,0,0,0,1,3,0
16,(Sat) 12 Dec 2009 (W50),Bolton Wanderers FC ,3-3,2-2,Manchester City FC ,2009,ENG,3,3,2,2,0,1,1
16,(Sat) 12 Dec 2009 (W50),Burnley FC ,1-1,0-0,Fulham FC ,2009,ENG,1,1,0,0,0,1,1
16,(Sat) 12 Dec 2009 (W50),Chelsea FC ,3-3,2-2,Everton FC ,2009,ENG,3,3,2,2,0,1,1
16,(Sat) 12 Dec 2009 (W50),Hull City AFC ,0-0,0-0,Blackburn Rovers FC ,2009,ENG,0,0,0,0,0,1,1
16,(Sat) 12 Dec 2009 (W50),Manchester United FC ,0-1,0-1,Aston Villa FC ,2009,ENG,0,1,0,1,1,0,3
16,(Sat) 12 Dec 2009 (W50),Stoke City FC ,2-2,1-1,Wigan Athletic FC ,2009,ENG,2,2,1,1,0,1,1
16,(Sat) 12 Dec 2009 (W50),Sunderland AFC ,1-1,1-0,Portsmouth FC ,2009,ENG,1,1,1,0,0,1,1
16,(Sat) 12 Dec 2009 (W50),Tottenham Hotspur FC ,0-1,0-1,Wolverhampton Wanderers FC ,2009,ENG,0,1,0,1,1,0,3
16,(Sun) 13 Dec 2009 (W50),Liverpool FC ,1-2,1-0,Arsenal FC ,2009,ENG,1,2,1,0,1,0,3
16,(Tue) 15 Dec 2009 (W51),Birmingham City FC ,2-1,1-0,Blackburn Rovers FC ,2009,ENG,2,1,1,0,1,3,0
17,(Tue) 15 Dec 2009 (W51),Bolton Wanderers FC ,3-1,0-0,West Ham United FC ,2009,ENG,3,1,0,0,2,3,0
17,(Tue) 15 Dec 2009 (W51),Manchester United FC ,3-0,2-0,Wolverhampton Wanderers FC ,2009,ENG,3,0,2,0,3,3,0
17,(Tue) 15 Dec 2009 (W51),Sunderland AFC ,0-2,0-1,Aston Villa FC ,2009,ENG,0,2,0,1,2,0,3
17,(Wed) 16 Dec 2009 (W51),Burnley FC ,1-1,1-1,Arsenal FC ,2009,ENG,1,1,1,1,0,1,1
17,(Wed) 16 Dec 2009 (W51),Chelsea FC ,2-1,1-0,Portsmouth FC ,2009,ENG,2,1,1,0,1,3,0
17,(Wed) 16 Dec 2009 (W51),Liverpool FC ,2-1,1-0,Wigan Athletic FC ,2009,ENG,2,1,1,0,1,3,0
17,(Wed) 16 Dec 2009 (W51),Tottenham Hotspur FC ,3-0,1-0,Manchester City FC ,2009,ENG,3,0,1,0,3,3,0
17,(Sat) 19 Dec 2009 (W51),Arsenal FC ,3-0,1-0,Hull City AFC ,2009,ENG,3,0,1,0,3,3,0
17,(Sat) 19 Dec 2009 (W51),Aston Villa FC ,1-0,0-0,Stoke City FC ,2009,ENG,1,0,0,0,1,3,0
17,(Sat) 19 Dec 2009 (W51),Blackburn Rovers FC ,0-2,0-1,Tottenham Hotspur FC ,2009,ENG,0,2,0,1,2,0,3
18,(Sat) 19 Dec 2009 (W51),Fulham FC ,3-0,1-0,Manchester United FC ,2009,ENG,3,0,1,0,3,3,0
18,(Sat) 19 Dec 2009 (W51),Manchester City FC ,4-3,3-2,Sunderland AFC ,2009,ENG,4,3,3,2,1,3,0
18,(Sat) 19 Dec 2009 (W51),Portsmouth FC ,2-0,1-0,Liverpool FC ,2009,ENG,2,0,1,0,2,3,0
18,(Sun) 20 Dec 2009 (W51),Everton FC ,1-1,1-1,Birmingham City FC ,2009,ENG,1,1,1,1,0,1,1
18,(Sun) 20 Dec 2009 (W51),West Ham United FC ,1-1,1-0,Chelsea FC ,2009,ENG,1,1,1,0,0,1,1
18,(Sun) 20 Dec 2009 (W51),Wolverhampton Wanderers FC ,2-0,1-0,Burnley FC ,2009,ENG,2,0,1,0,2,3,0
18,(Sat) 26 Dec 2009 (W52),Birmingham City FC ,0-0,0-0,Chelsea FC ,2009,ENG,0,0,0,0,0,1,1
18,(Sat) 26 Dec 2009 (W52),Burnley FC ,1-1,0-1,Bolton Wanderers FC ,2009,ENG,1,1,0,1,0,1,1
18,(Sat) 26 Dec 2009 (W52),Fulham FC ,0-0,0-0,Tottenham Hotspur FC ,2009,ENG,0,0,0,0,0,1,1
18,(Sat) 26 Dec 2009 (W52),Liverpool FC ,2-0,0-0,Wolverhampton Wanderers FC ,2009,ENG,2,0,0,0,2,3,0
19,(Sat) 26 Dec 2009 (W52),Manchester City FC ,2-0,2-0,Stoke City FC ,2009,ENG,2,0,2,0,2,3,0
19,(Sat) 26 Dec 2009 (W52),Sunderland AFC ,1-1,1-0,Everton FC ,2009,ENG,1,1,1,0,0,1,1
19,(Sat) 26 Dec 2009 (W52),West Ham United FC ,2-0,1-0,Portsmouth FC ,2009,ENG,2,0,1,0,2,3,0
19,(Sat) 26 Dec 2009 (W52),Wigan Athletic FC ,1-1,0-1,Blackburn Rovers FC ,2009,ENG,1,1,0,1,0,1,1
19,(Sun) 27 Dec 2009 (W52),Arsenal FC ,3-0,0-0,Aston Villa FC ,2009,ENG,3,0,0,0,3,3,0
19,(Sun) 27 Dec 2009 (W52),Hull City AFC ,1-3,0-1,Manchester United FC ,2009,ENG,1,3,0,1,2,0,3
19,(Mon) 28 Dec 2009 (W53),Blackburn Rovers FC ,2-2,0-0,Sunderland AFC ,2009,ENG,2,2,0,0,0,1,1
19,(Mon) 28 Dec 2009 (W53),Chelsea FC ,2-1,0-1,Fulham FC ,2009,ENG,2,1,0,1,1,3,0
19,(Mon) 28 Dec 2009 (W53),Everton FC ,2-0,0-0,Burnley FC ,2009,ENG,2,0,0,0,2,3,0
19,(Mon) 28 Dec 2009 (W53),Stoke City FC ,0-1,0-0,Birmingham City FC ,2009,ENG,0,1,0,0,1,0,3
20,(Mon) 28 Dec 2009 (W53),Tottenham Hotspur FC ,2-0,1-0,West Ham United FC ,2009,ENG,2,0,1,0,2,3,0
20,(Mon) 28 Dec 2009 (W53),Wolverhampton Wanderers FC ,0-3,0-1,Manchester City FC ,2009,ENG,0,3,0,1,3,0,3
20,(Tue) 29 Dec 2009 (W53),Aston Villa FC ,0-1,0-0,Liverpool FC ,2009,ENG,0,1,0,0,1,0,3
20,(Tue) 29 Dec 2009 (W53),Bolton Wanderers FC ,2-2,1-0,Hull City AFC ,2009,ENG,2,2,1,0,0,1,1
20,(Wed) 30 Dec 2009 (W53),Manchester United FC ,5-0,3-0,Wigan Athletic FC ,2009,ENG,5,0,3,0,5,3,0
20,(Wed) 30 Dec 2009 (W53),Portsmouth FC ,1-4,0-2,Arsenal FC ,2009,ENG,1,4,0,2,3,0,3
20,(Tue) 5 Jan 2010 (W1),Stoke City FC ,3-2,3-0,Fulham FC ,2009,ENG,3,2,3,0,1,3,0
